park_name,fixture_location,result_value,result_flag,processed_result,exceeds_epa
Jackson (Andrew),Fountain 27,13.9,,13.9,0
Jackson (Mahalia),Fountain 1*,361,,361.0,1
Jackson (Mahalia),Fountain 2*,44,,44.0,1
Jackson Playlot,Fountain 1*,30,,30.0,1
Jacob,Fountain 1 High*,16,,16.0,1
Jacob,Fountain 1 Low*,16.4,,16.4,1
Jefferson,Fountain 1*,24.6,,24.6,1
Jefferson Memorial,Main Lobby,2.47,J,2.47,0
Jefferson Memorial,Downstairs,6.51,,6.51,0
Jefferson Memorial,Upstairs,4.77,J,4.77,0
Jefferson Memorial,Pool Building,0.576,J,0.5760000000000001,0
Jefferson Memorial,Fountain 1,0.894,J,0.894,0
Jefferson Memorial,Fountain 2,0.343,J,0.34299999999999997,0
Jefferson Memorial,Fountain 3 High*,35.4,,35.4,1
Jefferson Memorial,Fountain 3 Middle*,2.18,J,2.18,0
Jefferson Memorial,Fountain 3 Low*,2.28,J,2.28,0
Jefferson Playlot,Fountain 1 High,<2.0,U,0.0,0
Jefferson Playlot,Fountain 1 Middle,<2.0,U,0.0,0
Jefferson Playlot,Fountain 1 Low,<2.0,U,0.0,0
Jensen,Fountain 1 High,<0.120,U,0.0,0
Jensen,Fountain 1 Low,<0.120,U,0.0,0
Jensen,Fountain 2 High,0.179,J,0.179,0
Jensen,Fountain 2 Low,0.196,J,0.196,0
Jesse White Comm Ctr,Outside Gym - High,<0.120,U,0.0,0
Jesse White Comm Ctr,Outside Gym - Low,<0.120,U,0.0,0
Jesse White Comm Ctr,Gymnastics Center - High,0.263,J,0.263,0
Jesse White Comm Ctr,Gymnastics Center - Low,0.341,J,0.341,0
Jones,Fountain 1,<2.0,U,0.0,0
Jonquil,Fountain 1*,180,,180.0,1
Jonquil,Fountian 2 High,<2.0,U,0.0,0
Jonquil,Fountain 2 Middle,<2.0,U,0.0,0
Jonquil,Fountain 2 Low,<2.0,U,0.0,0
Jonquil,Fountain 3*,58,,58.0,1
Junction Grove,Fountain 1*,61.3,,61.3,1
Juneway Beach,Fountain 1*,62,,62.0,1
Juniper,Fountain 1*,18,,18.0,1
Kedvale,Lobby,10.4,,10.4,0
Kedvale,Fountain 1 Low,<0.120,U,0.0,0
Kedvale,Fountain 1 Middle,<0.120,U,0.0,0
Kelly,Fountain 1 High,6.56,,6.56,0
Kelly,Fountain 1 Low,5.52,,5.52,0
Kelly,Fountain 2,0.516,J,0.516,0
Kelly,Fountain 3,5.39,,5.39,0
Kells,Fountain 1*,18.1,,18.1,1
Kelvyn,Gym Hallway,3.94,J,3.94,0
Kelvyn,Front Lobby,5.91,,5.91,0
Kelvyn,Auditorium,0.371,J,0.371,0
Kelvyn,Fountain 1,5.08,,5.08,0
Kelvyn,Fountain 2,12.4,,12.4,0
Kelvyn,Fountain 3,7.08,,7.08,0
Kelvyn,Fountain 4*,25,,25.0,1
Kennedy,Near Women's Locker Room,0.184,J,0.184,0
Kennedy,Kitchen Sink,<2.0,U,0.0,0
Kennedy,Fountain 1*,36.9,,36.9,1
Kennedy,Fountain 2,1.29,J,1.29,0
Kennedy,Fountain 3 High,0.204,J,0.204,0
Kennedy,Fountain 3 Middle,0.284,J,0.284,0
Kennedy,Fountain 3 Low,0.534,J,0.534,0
Kennedy,Fountain 4*,28,,28.0,1
Kennedy,Fountain 5,4.4,J,4.4,0
Kennedy,Fountain 6*,68,,68.0,1
Kennedy,Fountain 7,3.11,J,3.11,0
Kennedy,Fountain 8,4.04,J,4.04,0
Kennicott,Main Lobby,0.749,J,0.7490000000000001,0
Kennicott,Fitness Center,0.673,J,0.6729999999999999,0
Kennicott,Near Girl's Restroom,1.86,J,1.86,0
Kennicott,1st Floor Near Preschool Room*,26.3,,26.3,1
Kennicott,2nd Floor Near Restrooms,0.868,J,0.868,0
Kennicott,2nd Floor Back of Building,5.53,,5.53,0
Kennicott,Large Kitchen Sink,4.03,J,4.03,0
Kennicott,Senior Room Sink,0.344,J,0.344,0
Kensington,Fountain 1*,28.5,,28.5,1
Ken-Well,Club Room,2.49,J,2.49,0
Ken-Well,Fountain 1*,42,,42.0,1
Kenwood,Fountain 1 High*,36,,36.0,1
Kenwood,Fountain 1 Low*,24,,24.0,1
Kenwood,Fountain 2,3.5,,3.5,0
Kenwood,Fountain 3,<2.0,U,0.0,0
Kilborn,Main Lobby,1.18,J,1.18,0
Kilborn,Gym Hallway West,0.191,J,0.191,0
Kilborn,Gym Hallway East,0.307,J,0.307,0
Kilborn,Fountain 1*,51.2,,51.2,1
Kilborn,Fountain 2*,31.9,,31.9,1
Kilborn,Fountain 3*,31.7,,31.7,1
Kilborn,Fountain 4,12.9,,12.9,0
King,Fountain 1 High,0.309,J,0.309,0
King,Fountain 1 Low,0.322,J,0.322,0
King-Lockhart,Fountain 1 High,13.6,,13.6,0
King-Lockhart,Fountain 1 Low,14.3,,14.3,0
Klein,Fountain 1 High,<2.0,U,0.0,0
Klein,Fountain 1 Low,<2.0,U,0.0,0
Klein,Fountain 1 Middle,<2.0,U,0.0,0
Kolmar,Fountain 1*,38.7,,38.7,1
Korczak,Fountain 1*,16,,16.0,1
Kosciuszko,Lobby South Wall - High,0.168,J,0.168,0
Kosciuszko,Lobby South Wall - Low,0.161,J,0.161,0
Kosciuszko,Lobby West Wall,0.138,J,0.138,0
Kosciuszko,Fountain 1 High*,92.1,,92.1,1
Kosciuszko,Fountain 1 Low*,105,,105.0,1
Kosciuszko,Fountain 2 High,0.145,J,0.145,0
Kosciuszko,Fountain 2 Low,0.163,J,0.163,0
Kosciuszko,Fountain 3 High,<0.120,U,0.0,0
Kosciuszko,Fountain 3 Middle,<0.120,U,0.0,0
Kosciuszko,Fountain 3 Low,<0.120,U,0.0,0
Krause,Fountain 1 High,<2.0,U,0.0,0
Krause,Fountain 1 Middle,<2.0,U,0.0,0
Krause,Fountain 1 Low,<2.0,U,0.0,0
Kucinski-Murphy,Fountain 1,0.342,J,0.342,0
LaFollette,Main Lobby,1.13,J,1.13,0
LaFollette,Pool Area,0.534,J,0.534,0
LaFollette,Kitchen Sink,2.1,,2.1,0
LaFollette,Fountain 1 High,<0.120,U,0.0,0
LaFollette,Fountain 1 Middle,0.304,J,0.304,0
LaFollette,Fountain 1 Low,<0.120,U,0.0,0
LaFollette,Fountain 2,9.8,,9.8,0
LaFollette,Fountain 3,7.16,,7.16,0
LaFollette,Fountain 4,8.72,,8.72,0
LaFollette,Fountain 5 High,0.554,J,0.5539999999999999,0
LaFollette,Fountain 5 Low,0.52,J,0.52,0
Lake Shore,Main Hallway,0.161,J,0.161,0
Lake Shore,Kitchen Sink,2.8,,2.8,0
Lake Shore,Fountain 1 High,<2.0,U,0.0,0
Lake Shore,Fountain 1 Low,2.1,,2.1,0
Lake Shore,Fountain 2 High,<2.0,U,0.0,0
Lake Shore,Fountain 2 Middle,<2.0,U,0.0,0
Lake Shore,Fountain 2 Low,<2.0,U,0.0,0
Lamb,Fountain 1*,41.8,,41.8,1
Lane Beach,Fountain 1 High*,15,,15.0,0
Lane Beach,Fountain 1 Middle*,12,,12.0,0
Lane Beach,Fountain 1 Low*,8.5,,8.5,0
Langdon,Fountain 1*,20,,20.0,1
Langley,Fountain 1 High,4.61,,4.61,0
Langley,Fountain 1 Low,5.82,,5.82,0
Langley,Fountain 2 High,6.05,,6.05,0
Langley,Fountain 2 Middle,6.1,,6.1,0
Langley,Fountain 2 Low,6.7,,6.7,0
LaVillita,Fountain 1 High,<0.120,U,0.0,0
LaVillita,Fountain 1 Middle,<0.120,U,0.0,0
LaVillita,Fountain 1 Low,<0.120,U,0.0,0
LaVillita,Fountain 2 High,<0.120,U,0.0,0
LaVillita,Fountain 2 Low,<0.120,U,0.0,0
LaVillita,Fountain 3 High,<0.120,U,0.0,0
LaVillita,Fountain 3 Middle,<0.120,U,0.0,0
LaVillita,Fountain 3 Low,<0.120,U,0.0,0
Lawler,Club Room,5.83,,5.83,0
Lawler,Fountain 1 High*,42.1,,42.1,1
Lawler,Fountain 1 Low*,44.8,,44.8,1
Lawler,Fountain 2 High,0.807,J,0.807,0
Lawler,Fountain 2 Low,0.708,J,0.708,0
Lawler,Fountain 2 Middle,0.54,J,0.54,0
Lazarus,Fountain 1,120,,120.0,1
LeClaire Court,Girl's Locker Room,0.373,J,0.373,0
LeClaire Court,Boy's Locker Room,0.25,J,0.25,0
LeClaire Court,Hallway to Gym,1.36,J,1.36,0
LeClaire Court,Kitchen Sink,<2.0,U,0.0,0
LeClaire Court,Fountain 1,1.38,J,1.38,0
LeClaire Court,Fountain 2*,65.8,,65.8,1
LeClaire Court,Fountain 3,7.71,,7.71,0
Lee,Fountain 1 High,6.52,,6.52,0
Lee,Fountain 1 Low,6.83,,6.83,0
Legion,Fountain 1*,118,,118.0,1
Legion,Fountain 2*,88.2,,88.2,1
Legion,Fountain 3,12.6,,12.6,0
Legion,Fountain 4*,101,,101.0,1
Legion,Fountain 5*,73.9,,73.9,1
Legion,Fountain 6*,91.7,,91.7,1
Leone Beach,Near Bathroom,9.2,,9.2,0
Leone Beach,Fountain 1*,18,,18.0,1
Lerner,Fountain 1,1.67,J,1.67,0
Lerner,Fountain 2,1.09,J,1.09,0
Lerner,Fountain 3,5.71,,5.71,0
Lerner,Fountain 4,1.46,J,1.46,0
Levin,Fountain 1,0.21,J,0.21,0
Lincoln,Fountain 1 High,<2.0,U,0.0,0
Lincoln,Fountain 1 Low,<2.0,U,0.0,0
Lincoln,Fountain 2,<2.0,U,0.0,0
Lincoln,Fountain 3,8.6,,8.6,0
Lincoln,Fountain 4,3.2,,3.2,0
Lincoln,Fountain 5,<2.0,U,0.0,0
Lincoln,Fountain 6 High,<2.0,U,0.0,0
Lincoln,Fountain 6 Low,<2.0,U,0.0,0
Lincoln,Fountain 7,<2.0,U,0.0,0
Lincoln,Fountain 8,<2.0,U,0.0,0
Lincoln,Fountain 9*,95,,95.0,1
Lincoln,Fountain 10,4.2,,4.2,0
Lincoln,Fountain 11 High,<2.0,U,0.0,0
Lincoln,Fountain 11 Middle,<2.0,U,0.0,0
Lincoln,Fountain 11 Low,2.9,,2.9,0
Lincoln,Fountain 12*,16,,16.0,1
Lincoln,Fountain 13,<2.0,U,0.0,0
Lincoln,Fountain 15 North,<2.0,U,0.0,0
Lincoln,Fountain 15 East,<2.0,U,0.0,0
Lincoln,Fountain 15 South,<2.0,U,0.0,0
Lincoln,Fountain 15 West,<2.0,U,0.0,0
Lincoln,Fountain 16,<2.0,U,0.0,0
Lincoln,Fountain 18 High,<2.0,U,0.0,0
Lincoln,Fountain 18 Low,<2.0,U,0.0,0
Lincoln,Fountain 19,14,,14.0,0
Lincoln,Fountain 20 North,2.7,,2.7,0
Lincoln,Fountain 20 East,2.4,,2.4,0
Lincoln,Fountain 20 South,2.1,,2.1,0
Lincoln,Fountain 20 West,2.8,,2.8,0
Lincoln,Fountain 21,13,,13.0,0
Lincoln,Fountain 22*,39,,39.0,1
Lincoln,Fountain 23*,140,,140.0,1
Lincoln,Fountain 24,<2.0,U,0.0,0
Lincoln,Fountain 25*,16,,16.0,1
Lincoln,Fountain 26,<2.0,U,0.0,0
Lincoln,Fountain 27 North *,12,,12.0,0
Lincoln,Fountain 27 East*,20,,20.0,1
Lincoln,Fountain 27 South*,15,,15.0,0
Lincoln,Fountain 27 West*,11,,11.0,0
Lincoln,Fountain 30,<2.0,U,0.0,0
Lincoln,Fountain 31 High,<2.0,U,0.0,0
Lincoln,Fountain 31 Low,<2.0,U,0.0,0
Lincoln,Fountain 31 North,2.8,,2.8,0
Lincoln,Fountain 32 East,3.7,,3.7,0
Lincoln,Fountain 32 South,3.7,,3.7,0
Lincoln,Fountain 32 West,24,,24.0,1
Lincoln,Fountain 33*,110,,110.0,1
Lincoln,Fountain 34 North*,15,,15.0,0
Lincoln,Fountain 34 East*,18,,18.0,1
Lincoln,Fountain 34 South*,14,,14.0,0
Lincoln,Fountain 34 West*,15,,15.0,0
Lincoln,Fountain 35 North,9.6,,9.6,0
Lincoln,Fountain 35 East,11,,11.0,0
Lincoln,Fountain 35 South,11,,11.0,0
Lincoln,Fountain 35 West,9.7,,9.7,0
Lincoln,Fountain 36,4.2,,4.2,0
Lincoln,Fountain 37*,36,,36.0,1
Lincoln,Fountain 38*,22,,22.0,1
Lincoln,Fountain 39 North,<2.0,U,0.0,0
Lincoln,Fountain 39 East,<2.0,U,0.0,0
Lincoln,Fountain 39 South,<2.0,U,0.0,0
Lincoln,Fountain 39 West,<2.0,U,0.0,0
Lincoln,Fountain 40,<2.0,U,0.0,0
Lincoln,Fountain 41,<2.0,U,0.0,0
Lincoln,Fountain 42,<2.0,U,0.0,0
Lincoln,Fountain 43,<2.0,U,0.0,0
Lincoln,Fountain 44,<2.0,U,0.0,0
Lincoln,Fountain 46,<2.0,U,0.0,0
Lincoln,Fountain 47 North,<2.0,U,0.0,0
Lincoln,Fountain 47 South,<2.0,U,0.0,0
Lincoln,Fountain 47 East,<2.0,U,0.0,0
Lincoln,Fountain 47 West,<2.0,U,0.0,0
Lincoln,Fountain 48,2.7,,2.7,0
Lincoln,Fountain 49 North,<2.0,U,0.0,0
Lincoln,Fountain 49 East,<2.0,U,0.0,0
Lincoln,Fountain 49 South,<2.0,U,0.0,0
Lincoln,Fountain 49 West,<2.0,U,0.0,0
Lincoln,Fountain 50 North,<2.0,U,0.0,0
Lincoln,Fountain 50 East,<2.0,U,0.0,0
Lincoln,Fountain 50 South,<2.0,U,0.0,0
Lincoln,Fountain 50 West,<2.0,U,0.0,0
Lincoln,Fountain 51,<2.0,U,0.0,0
Lincoln,Fountain 52 High,<2.0,U,0.0,0
Lincoln,Fountain 52 Low,<2.0,U,0.0,0
Lincoln,Fountain 53,<2.0,U,0.0,0
Lincoln,Fountain 54 High,<2.0,U,0.0,0
Lincoln,Fountain 54 Middle,<2.0,U,0.0,0
Lincoln,Fountain 54 Low,<2.0,U,0.0,0
Lincoln,Fountain 56 High,<2.0,U,0.0,0
Lincoln,Fountain 56 Middle,<2.0,U,0.0,0
Lincoln,Fountain 56 Low,<2.0,U,0.0,0
Lincoln,Fountain 57*,22,,22.0,1
Lincoln,Fountain 58*,41,,41.0,1
Lincoln,Fountain 59*,44,,44.0,1
Lincoln,Fountain 60,<2.0,U,0.0,0
Lincoln,Fountain 61,14,,14.0,0
Lincoln,Fountain 62,5.6,,5.6,0
Lincoln,Fountain 63,4.1,,4.1,0
Lincoln,Fountain 64,2.9,,2.9,0
Lincoln,Fountain 65,<2.0,U,0.0,0
Lincoln,Fountain 67,<2.0,U,0.0,0
Lincoln,Fountain 68*,20,,20.0,1
Lincoln,Fountain 69 High,<2.0,U,0.0,0
Lincoln,Fountain 69 Middle,<2.0,U,0.0,0
Lincoln,Fountain 69 Low,<2.0,U,0.0,0
Lincoln,Fountain 70,2.1,,2.1,0
Lincoln,Fountain 71,2.0,,2.0,0
Lincoln,Founntain 72,12,,12.0,0
Lincoln,Fountain 73,<2.0,U,0.0,0
Lincoln,Fountain 74 High,<2.0,U,0.0,0
Lincoln,Fountain 74 Low,<2.0,U,0.0,0
Lincoln,Fountain 74 Dog,<2.0,U,0.0,0
Lincoln,Fountain 75 High,<2.0,U,0.0,0
Lincoln,Fountain 75 Middle,<2.0,U,0.0,0
Lincoln,Fountain 75 Low,<2.0,U,0.0,0
Lincoln,Fountain 76 High,<2.0,U,0.0,0
Lincoln,Fountain 76 Low,<2.0,U,0.0,0
Lincoln,Fountain 77,4.6,,4.6,0
Lincoln,Fountain 78*,130,,130.0,1
Lincoln,Fountain 79 High,<2.0,U,0.0,0
Lincoln,Fountain 79 Low,<2.0,U,0.0,0
Lincoln,Fountain 79 Dog,<2.0,U,0.0,0
Lincoln,Fountain 80,9.7,,9.7,0
Lincoln Park Cultural Center,Main Lobby,0.309,J,0.309,0
Lincoln Park Cultural Center,Basement by EC Room,0.165,J,0.165,0
Lincoln Park Margate,South Hallway,0.154,J,0.154,0
Lincoln Park South Athletic Fieldhouse,Between Bathrooms,0.948,J,0.948,0
Lindbloom,Main Lobby - High,0.189,J,0.18899999999999997,0
Lindbloom,Main Lobby - Low,0.15,J,0.15,0
Lindbloom,Fountain 1 High*,16.4,,16.4,1
Lindbloom,Fountain 1 Low*,13.3,,13.3,0
Lindbloom,Fountain 2,3.25,,3.25,0
Lindbloom,Fountain 3*,27.4,,27.4,1
Linden,Fountain 1,0.19,J,0.19,0
Limas,Fountain 1*,27.7,,27.7,1
Little Venice,Fountain 1,1.69,J,1.69,0
Livingston,Fountain 1 High,0.511,J,0.511,0
Livingston,Fountain 1 Low,0.563,J,0.563,0
Logan Square Skate Park,Fountain 1 High,<2.0,U,0.0,0
Logan Square Skate Park,Fountain 1 Low,<2.0,U,0.0,0
Lowe,Main Lobby,0.347,J,0.34700000000000003,0
Lowe,Fountain 1 High,7.95,,7.95,0
Lowe,Fountain 1 Middle,1.17,J,1.17,0
Lowe,Fountain 1 Low,0.992,J,0.992,0
Loyola,1st Floor Near Office,0.46,J,0.46,0
Loyola,2nd Floor Main Hallway,0.543,J,0.5429999999999999,0
Loyola,Men's Locker Room,2.49,J,2.49,0
Loyola,Women's Locker Room,0.94,J,0.94,0
Loyola,Fountain 2*,38,,38.0,1
Loyola,Fountain 3,<2.0,U,0.0,0
Loyola,Fountain 4,<2.0,U,0.0,0
Loyola,Fountain 5,14,,14.0,0
Loyola,Fountain 6 High*,13,,13.0,0
Loyola,Fountain 6 Low*,15,,15.0,0
Loyola,Fountain 7*,26,,26.0,1
Luella,Fountain 1*,37,,37.0,1
Luella,Fountain 2 High*,18,,18.0,1
Luella,Fountain 2 Low*,12,,12.0,0
Luna,Fountain 1*,92.4,,92.4,1
Lunt,Fountain 1,3.61,J,3.61,0
Maggie Daley,Lobby - High,<0.120,U,0.0,0
Maggie Daley,Lobby - Low,<0.120,U,0.0,0
Maggie Daley,Kitchen Sink,<2.0,U,0.0,0
Magnolia,Fountain 1,2.43,J,2.43,0
Malus,Fountain 1 High*,34.8,,34.8,1
Malus,Fountain 1 Low*,36.3,,36.3,1
Mandrake,Kitchen Sink,<2.0,U,0.0,0
Mandrake,Fountain 1 High,<2.0,U,0.0,0
Mandrake,Fountain 1 Low,<2.0,U,0.0,0
Mandrake,Fountain 2,<2.0,U,0.0,0
Mandrake,Fountain 3,<2.0,U,0.0,0
Mandrake,Fountain 4 High,<2.0,U,0.0,0
Mandrake,Fountain 4 Low,<2.0,U,0.0,0
Mandrake,Fountain 5,<2.0,U,0.0,0
Mandrake,Fountain 6,<2.0,U,0.0,0
Mann,Pool Deck,3.44,J,3.44,0
Mann,Women's Upstairs Locker,2.2,J,2.2,0
Mann,Men's Upstairs Locker,2.58,J,2.58,0
Mann,Downstairs Near Washrooms,1.71,J,1.71,0
Mann,Fountain 1 Low,2.4,,2.4,0
Mann,Fountain 1 High,<2.0,U,0.0,0
Mann,Fountain 2 Low,12,,12.0,0
Mann,Fountain 2 High,12,,12.0,0
Mann,Fountain 3 High,5.3,,5.3,0
Mann,Fountain 3 Low,<2.0,U,0.0,0
Mann,Fountain 4 High,6.9,,6.9,0
Mann,Fountain 4 Low,12,,12.0,0
Maple,Fountain 1*,86.6,,86.6,1
Maplewood,Fountain 1 High*,66,,66.0,1
Maplewood,Fountain 1 Middle*,70,,70.0,1
Maplewood,Fountain 1 Low*,52,,52.0,1
Marquette,East Washroom - High,0.142,J,0.142,0
Marquette,East Washroom - Low,0.18,J,0.18,0
Marquette,Women's Locker Room - High,0.714,J,0.7140000000000001,0
Marquette,Women's Locker Room - Low,0.512,J,0.512,0
Marquette,Main Hallway - High*,27.4,,27.4,1
Marquette,Main Hallway - Low*,51.6,,51.6,1
Marquette,Basement,2.1,J,2.1,0
Marquette,Kitchen Sink,<2.0,U,0.0,0
Marquette,Fountain 1 High,3.41,J,3.41,0
Marquette,Fountain 1 Middle,1.05,J,1.05,0
Marquette,Fountain 1 Low,2.53,J,2.53,0
Marquette,Fountain 2,2.57,J,2.57,0
Marquette,Fountain 3 High,1.65,J,1.65,0
Marquette,Fountain 3 Low,1.64,J,1.64,0
Marquette,Fountain 4*,30.4,,30.4,1
Marquette,Fountain 5,1.61,J,1.61,0
Marquette,Fountain 6,9.18,,9.18,0
Marquette,Fountain 7,8.37,,8.37,0
Marquette,Fountain 8,0.425,J,0.425,0
Marquette,Fountain 9,0.535,J,0.535,0
Marquette,Fountain 10 High,8.85,,8.85,0
Marquette,Fountain 10 Low,12.3,,12.3,0
Marquette,Fountain 11,0.543,J,0.5429999999999999,0
Marquette,Fountain 12 High,<0.120,U,0.0,0
Marquette,Fountain 12 Low,<0.120,U,0.0,0
Marshfield,Fountain 1 High,1.52,J,1.52,0
Marshfield,Fountain 1 Low,1.57,J,1.57,0
Mason,Fountain 1,<0.120,U,0.0,0
Mason,Fountain 2,<0.120,U,0.0,0
Matanky,Fountain 1,8,,8.0,0
Mather,Main Lobby,0.379,J,0.379,0
Mather,Fountain 1 High,0.316,J,0.316,0
Mather,Fountain 1 Middle,0.325,J,0.325,0
Mather,Fountain 1 Low,0.302,J,0.302,0
Mather,Fountain 3,5.62,,5.62,0
Mayfair,By Women's Washroom,2.77,J,2.77,0
Mayfair,Fountain 1 High,0.316,J,0.316,0
Mayfair,Fountain 1 Middle,0.308,J,0.308,0
Mayfair,Fountain 1 Low,0.343,J,0.34299999999999997,0
McFetridge,Men's Locker Room,0.227,J,0.22699999999999998,0
McFetridge,Women's Locker Room,0.256,J,0.256,0
McFetridge,Pool Deck - High,<0.120,U,0.0,0
McFetridge,Pool Deck - Low,0.27,J,0.27,0
McGuane,Near Gym,0.481,J,0.48100000000000004,0
McGuane,Pool Area,<0.120,U,0.0,0
McGuane,Balcony by Table Tennis,0.717,J,0.7170000000000001,0
McGuane,Outside Meeting Room,1.0,J,1.0,0
McGuane,Kitchen Sink,2.3,,2.3,0
McGuane,Fountain 1 High,14.6,,14.6,0
McGuane,Fountain 1 Low,12.5,,12.5,0
McGuane,Fountain 2 High*,52.9,,52.9,1
McGuane,Fountain 2 Middle *,53.7,,53.7,1
McGuane,Fountain 2 Low*,57.2,,57.2,1
McGuane,Fountain 3 High*,46,,46.0,1
McGuane,Fountain 3 Low*,54.5,,54.5,1
McGuane,Fountain 4 High,1.68,J,1.68,0
McGuane,Fountain 4 Low,1.37,J,1.37,0
McGuane,Fountain 5 High,0.555,J,0.555,0
McGuane,Fountain 5 Low,0.662,J,0.662,0
McInerney,Fountain 1,<0.120,U,0.0,0
McKiernan,Club Room - High,1.01,J,1.01,0
McKiernan,Club Room - Low,0.579,J,0.579,0
McKiernan,Fountain 1*,23.6,,23.6,1
McKinley,Outside Men's Room,0.888,J,0.888,0
McKinley,Outside Women's Room,1.14,J,1.14,0
McKinley,Outside Gymnastics Center,1.64,J,1.64,0
McKinley,Outside Gym,6.35,,6.35,0
McKinley,Kitchen Sink,<2.0,U,0.0,0
McKinley,Fountain 1*,16.4,,16.4,1
McKinley,Fountain 2,11.8,,11.8,0
McKinley,Fountain 3*,26,,26.0,1
McKinley,Fountain 4,1.48,,1.48,0
McKinley,Fountain 5,1.04,,1.04,0
Mellin,Fountain 1 High,4.93,J,4.93,0
Mellin,Fountain 1 Middle,6.3,,6.3,0
Mellin,Fountain 1 Low,5.17,,5.17,0
Memorial Playlot,Fountain 1 High*,7.96,,7.96,0
Memorial Playlot,Fountain 1 Low*,59.8,,59.8,1
Memorial Playlot,Fountain 2,8.31,,8.31,0
Merrill,Fountain,,U,,0
Merrimac,Hall Near Lobby,0.956,J,0.956,0
Merrimac,Hall Furthest from Lobby,0.977,J,0.977,0
Merrimac,Fountain 1 High,0.814,J,0.8140000000000001,0
Merrimac,Fountain 1 Low,0.692,J,0.6920000000000001,0
Merrimac,Fountain 2 High,0.676,J,0.6759999999999999,0
Merrimac,Fountain 2 Middle,0.588,J,0.588,0
Merrimac,Fountain 2 Low,0.645,J,0.645,0
Merrimac,Fountain 3 High,0.858,J,0.858,0
Merrimac,Fountain 3 Low,2.33,J,2.33,0
Merryman,Fountain 1 High,<2.0,U,0.0,0
Merryman,Fountain 1 Middle,<2.0,U,0.0,0
Merryman,Fountain 1 Low,<2.0,U,0.0,0
Metcalfe,Fountain 1 High*,22,,22.0,1
Metcalfe,Fountain 1 Low*,27,,27.0,1
Metcalfe,Fountain 2*,16,,16.0,1
Metcalfe,Fountain 3*,41,,41.0,1
Meyering,Near Entrance,4.59,J,4.59,0
Meyering,Fountain 1,0.594,J,0.594,0
Meyering,Fountain 2 High,0.738,J,0.738,0
Meyering,Fountain 2 Low,0.762,J,0.762,0
Miami,Fountain 1 High,1.31,J,1.31,0
Miami,Fountain 1 Middle,1.28,J,1.28,0
Miami,Fountain 1 Lowe,1.37,J,1.37,0
Micek,Fountain 1 High,<0.120,U,0.0,0
Micek,Fountain 1 Middle,<0.120,U,0.0,0
Micek,Fountain 1 Low,<0.120,U,0.0,0
Midway Plaisance,Kitchen Sink,<2.0,U,0.0,0
Midway Plaisance,Fountain 1,0.746,J,0.746,0
Midway Plaisance,Fountain 2,0.655,J,0.655,0
Midway Plaisance,Fountain 4,0.146,J,0.146,0
Midway Plaisance,Fountain 5*,54.9,,54.9,1
Midway Plaisance,Fountain 6,0.809,J,0.809,0
Miller,Fountain 1 High*,21,,21.0,1
Miller,Fountain 1 Low*,22,,22.0,1
Minuteman,Fountain 1 High*,15.7,,15.7,1
Minuteman,Fountain 1 Middle*,15.7,,15.7,1
Minuteman,Fountain 1 Low*,15.7,,15.7,1
Minuteman,Fountain 2*,31.7,,31.7,1
Moccasin Ranch,Fountain 1*,59.8,,59.8,1
Monticello,Fountain 1,1.01,,1.01,0
Monument,Fountain 1*,21.6,,21.6,1
Moore,Lobby - High,<0.120,U,0.0,0
Moore,Lobby - Low,<0.120,U,0.0,0
Moore,Fountain 1 High,<0.120,U,0.0,0
Moore,Fountain 1 Middle,<0.120,U,0.0,0
Moore,Fountain 1 Low,<0.120,U,0.0,0
Moran,Club Room,1.82,J,1.82,0
Moran,Fountain 1*,73.1,,73.1,1
Moran,Fountain 2,1.92,,1.92,0
Moran,Fountain 3*,49.4,,49.4,1
Morgan Field,Fountain 1,10.6,,10.6,0
Morgan Park Sports Center,Lobby - High,<0.120,U,0.0,0
Morgan Park Sports Center,Lobby - Low,<0.120,U,0.0,0
Morgan Park Sports Center,Upstairs - High,<0.120,U,0.0,0
Morgan Park Sports Center,Upstairs - Low,<0.120,U,0.0,0
Mozart,Lobby,0.587,J,0.5870000000000001,0
Mozart,Hallway by Bathrooms,0.272,J,0.272,0
Mozart,Fountain 1*,16.6,,16.6,1
Mt. Greenwood,Main Hallway,15.1,,15.1,1
Mt. Greenwood,Women's Locker Room,2.55,J,2.55,0
Mt. Greenwood,Kitchen Sink,<2.0,U,0.0,0
Mt. Greenwood,Fountain 1 High*,35.8,,35.8,1
Mt. Greenwood,Fountain 1 Low*,38.7,,38.7,1
Mt. Greenwood,Fountain 2 High,2.49,J,2.49,0
Mt. Greenwood,Fountain 2 Middle,2.97,J,2.97,0
Mt. Greenwood,Fountain 2 Low,2.31,J,2.31,0
Mt. Greenwood,Fountain 3*,46.7,,46.7,1
Mt. Greenwood,Fountain 4 High,7.1,,7.1,0
Mt. Greenwood,Fountain 4 Low,5.09,,5.09,0
Mulberry,Fountain 1,11.5,,11.5,0
Munroe,Club Room,9.71,,9.71,0
Munroe,Fountain 1 High,0.472,J,0.47200000000000003,0
Munroe,Fountain 1 Middle,0.592,J,0.5920000000000001,0
Munroe,Fountain 1 Low,0.577,J,0.5770000000000001,0
Munroe,Fountain 2,3.41,J,3.41,0
Murray,Club Room East*,88.2,,88.2,1
Murray,Club Room West*,78.2,,78.2,1
Nichols,Fountain 1 High,<0.120,U,0.0,0
