park_name,fixture_location,result_value,result_flag,processed_result,exceeds_epa
South Shore Cultural Center,CAN Sink,<2.0,U,0.0,0
South Shore Cultural Center,Dinning Room Sink,<2.0,U,0.0,0
Spikings Farm,Fountain 1 High,8.93,,8.93,0
Spikings Farm,Fountain 1 Low,9.91,,9.91,0
Spruce,Fountain 1*,24.8,,24.8,1
Stanton,Pool Area,<0.120,U,0.0,0
Stanton,Gym Entrance - High,<0.120,U,0.0,0
Stanton,Gym Entrance - Low,<0.120,U,0.0,0
Stanton,Kitchen Sink,<2.0,U,0.0,0
Stanton,Fountain 1,<2.0,U,0.0,0
Starr,Fountain 1 High,<2.0,U,0.0,0
Starr,Fountain 1 Middle,<2.0,U,0.0,0
Starr,Fountain 1 Low,<2.0,U,0.0,0
Stars and Stripes,Fountain 1 High,5.88,,5.88,0
Stars and Stripes,Fountain 1 Middle,7.58,,7.58,0
Stars and Stripes,Fountain 1 Low,6.66,,6.66,0
Stout,Foutain 1 High*,169,,169.0,1
Stout,Foutain 1 Low*,174,,174.0,1
Stout,Foutain 2*,19.9,,19.9,1
Strohacker,Fountain 1*,39.6,,39.6,1
Sumac,Fountain 1 High,9.2,,9.2,0
Sumac,Fountain 1 Middle,9.6,,9.6,0
Sumac,Fountain 1 Low,9.0,,9.0,0
Sun-Yet Sen,Fountain 1 High,<2.0,U,0.0,0
Sun-Yet Sen,Fountain 1 Low,<2.0,U,0.0,0
Supera,Fountain 1 High,6.9,,6.9,0
Supera,Fountain 1 Middle,6.7,,6.7,0
Supera,Fountain 1 Low,6.6,,6.6,0
Superior,Fountain 1 High*,15.4,,15.4,1
Superior,Fountain 1 Low*,13.3,,13.3,0
Sweet Clover,Fountain 1 High,5.73,,5.73,0
Sweet Clover,Fountain 1 Low,6.4,,6.4,0
Sycamore,Fountian 1*,142,,142.0,1
Taylor,Lobby,<0.120,U,0.0,0
Taylor,1st Floor Hallway,0.191,J,0.191,0
Taylor,2nd Floor Hallway,1.82,J,1.82,0
Taylor,Kitchen Sink,<2.0,U,0.0,0
Taylor,Fountain 1,14,,14.0,0
Taylor,Fountain 2,9.5,,9.5,0
Taylor Lauridsen,Lobby,<0.750,U,0.0,0
Taylor Lauridsen,Fitness Center,0.198,J,0.198,0
Taylor Lauridsen,Kitchen Sink,<2.0,U,0.0,0
Taylor Lauridsen,Fountain 1 High,<0.120,U,0.0,0
Taylor Lauridsen,Fountain 1 Middle,0.157,J,0.157,0
Taylor Lauridsen,Fountain 1 Low,0.127,J,0.127,0
Taylor Lauridsen,Fountain 2,14.8,,14.8,0
Throop,Fountain 1,<2.0,U,0.0,0
Thuis,Fountain 1*,125,,125.0,1
Till-Mobley,Fountain 1,13.4,,13.4,0
Tilton,Fountain 1,<0.120,U,0.0,0
Touhy,Game Room,1.04,J,1.04,0
Touhy,Fountain 1 High,<2.0,,0.0,0
Touhy,Fountain 1 Middle,<2.0,,0.0,0
Touhy,Fountain 1 Low,<2.0,,0.0,0
Touhy,Fountain 2 High*,52,,52.0,1
Touhy,Fountain 2 Low*,100,,100.0,1
Touhy,Fountain 3*,73,,73.0,1
Touhy-Herbert,Fountain 1,12,,12.0,0
Touhy-Herbert,Fountain 2,3.9,,3.9,0
Trebes,Fountain 2,<2.0,U,0.0,0
Triangle,Fountain 1 High,<2.0,,0.0,0
Triangle,Fountain 1 Low,9,,9.0,0
Trumbull,Main Lobby,<0.120,U,0.0,0
Trumbull,2nd Floor Near Washrooms,0.247,J,0.247,0
Trumbull,North Lobby Near Gym,1.28,J,1.28,0
Trumbull,Men's Locker Room,4.90,J,4.9,0
Trumbull,Fountain 1,<2.0,U,0.0,0
Trumbull,Fountain 2,<2.0,U,0.0,0
Trumbull,Fountain 4,<2.0,U,0.0,0
Trumbull,Fountain 5 High,<2.0,U,0.0,0
Trumbull,Fountain 6 High,3.3,,3.3,0
Trumbull,Fountain 6 Low,9.4,,9.4,0
Tuley,Lobby - High,0.424,J,0.424,0
Tuley,Lobby - Low,0.609,J,0.609,0
Tuley,Men's Locker Room,9.75,,9.75,0
Tuley,Women's Locker Room,1.97,J,1.97,0
Tuley,Fountain 1,4.49,J,4.49,0
Tuley,Fountain 2 High,0.291,J,0.29100000000000004,0
Tuley,Fountain 2 Low,0.304,J,0.304,0
Tuley,Fountain 3,<0.120,U,0.0,0
Tuley,Fountain 4,10.3,,10.3,0
Tuley,Fountain 5,0.153,J,0.153,0
Tuley,Fountain 6,0.389,J,0.389,0
Tuley,Fountain 7 High,<0.120,U,0.0,0
Tuley,Fountain 7 Middle,0.296,J,0.29600000000000004,0
Tuley,Fountain 7 Low,<0.120,U,0.0,0
Union,2nd Floor Lobby,1.77,J,1.77,0
Union,Near Game Room,5.98,,5.98,0
Union,1st Floor Lobby,0.235,J,0.235,0
Union,Kitchen Sink,<2.0,U,0.0,0
Union,Fountain 1*,77,,77.0,1
Union,Fountain 2 High,<2.0,U,0.0,0
Union,Fountain 2 Middle,<2.0,U,0.0,0
Union,Fountain 2 Low,<2.0,U,0.0,0
Union,Fountain 3,<2.0,U,0.0,0
Union,Fountain 4,<2.0,U,0.0,0
Union Gym Building,Near Entrance,<0.120,U,0.0,0
Unity,Fountain 1,<0.120,U,0.0,0
Unity,Fountain 2,0.248,J,0.248,0
Unity,Fountain 3,0.157,J,0.157,0
Unity,Fountain 4,1.08,J,1.08,0
Valley Forge,Lobby - High,<0.120,U,0.0,0
Valley Forge,Lobby - Low,<0.120,U,0.0,0
Valley Forge,Fitness Center - High,0.17,J,0.17,0
Valley Forge,Fitness Center - Low,0.135,J,0.135,0
Valley Forge,Fountain 1*,36.5,,36.5,1
Valley Forge,Fountain 2 High,3.66,,3.66,0
Valley Forge,Fountain 2 Middle,3.43,,3.43,0
Valley Forge,Fountain 2 Low,4.56,,4.56,0
Veteran's Memorial,Club Room,2.85,J,2.85,0
Veteran's Memorial,Fountain 1 High,<2.0,U,0.0,0
Veteran's Memorial,Fountain 1 Middle,<2.0,U,0.0,0
Veteran's Memorial,Fountain 1 Low,<2.0,U,0.0,0
Violet,Fountain 1,3.41,J,3.41,0
Vittum,1st Floor by Office - High,0.521,J,0.521,0
Vittum,1st Floor by Office - Low,0.459,J,0.45899999999999996,0
Vittum,2nd Floor by Special Rec - High,0.542,J,0.542,0
Vittum,2nd Floor by Special Rec - Low,0.481,J,0.48100000000000004,0
Vittum,Kitchen Sink,<2.0,J,0.0,0
Vittum,Fountain 1 High,10.5,,10.5,0
Vittum,Fountain 1 Low,9.19,,9.19,0
Vittum,Fountain 2 High,12.4,,12.4,0
Vittum,Fountain 2 Middle,11.8,,11.8,0
Vittum,Fountain 2 Low,10.3,,10.3,0
Vittum,Fountain 3 High,12.4,,12.4,0
Vittum,Fountain 3 Low,13.5,,13.5,0
Vogle,Fountain 1*,51.6,,51.6,1
Wallace,Fountain 1 High,4.03,J,4.03,0
Wallace,Fountain 1 Low,4.45,J,4.45,0
Walnut,Fountain 1 High*,34.9,,34.9,1
Walnut,Fountain 1 Low*,33.8,,33.8,1
Walsh,Fountain 1 High,<2.0,U,0.0,0
Walsh,Fountain 1 Middle,<2.0,U,0.0,0
Walsh,Fountain 1 Low,<2.0,U,0.0,0
Walsh,Fountain 2 High,<2.0,U,0.0,0
Walsh,Fountain 2 Middle,<2.0,U,0.0,0
Walsh,Fountain 2 Low,<2.0,U,0.0,0
Walsh,Fountain 3 High,<2.0,U,0.0,0
Walsh,Fountain 3 Middle,<2.0,U,0.0,0
Walsh,Fountain 3 Low,<2.0,U,0.0,0
Walsh,Fountain 4 High*,15,,15.0,0
Walsh,Fountain 4 Low*,13,,13.0,0
Wang,Fountain 1 High,<2.0,U,0.0,0
Wang,Fountain 1 Middle,<2.0,U,0.0,0
Wang,Fountain 1 Low,<2.0,U,0.0,0
Ward,Fountain 1 High,<2.0,U,0.0,0
Ward,Fountain 1 Low,<2.0,U,0.0,0
Ward,Fountain 1 Dog,<2.0,U,0.0,0
Ward,Fountain 2 High,<2.0,U,0.0,0
Ward,Fountain 2 Middle,<2.0,U,0.0,0
Ward,Fountain 2 Low,<2.0,U,0.0,0
Warren,Main Lobby,0.24,J,0.24,0
Warren,Outside Locker Room,1.43,J,1.43,0
Warren,Fountain 1*,41,,41.0,1
Warren,Fountain 2*,186,,186.0,1
Warren,Fountain 3*,163,,163.0,1
Warren,Fountain 3.5*,21.4,,21.4,1
Warren,Fountain 3.7*,19.3,,19.3,1
Warren,Fountain 4*,50.4,,50.4,1
Warren,Fountain 5*,17.7,,17.7,1
Warren,Fountain 6*,40.9,,40.9,1
Washington (George),1st Floor Near Men's Room,1.21,J,1.21,0
Washington (George),1st Floor Near Women's Room,1.27,J,1.27,0
Washington (George),1st Floor North Hallway,1.43,J,1.43,0
Washington (George),Women's Locker Room,1.18,J,1.18,0
Washington (George),Men's Locker Room,3.32,J,3.32,0
Washington (George),Dance Studio,0.629,J,0.629,0
Washington (George),Fountain 1,3.84,J,3.84,0
Washington (George),Fountain 2,4.85,J,4.85,0
Washington (George),Fountain 3*,24,,24.0,1
Washington (George),Fountain 4*,22.7,,22.7,1
Washington (George),Fountain 5*,15.4,,15.4,1
Washington (George),Fountain 6*,46.6,,46.6,1
Washington (George),Fountain 7,5.13,,5.13,0
Washington (George),Fountain 8,0.424,J,0.424,0
Washington (George),Fountain 9*,35.9,,35.9,1
Washington (George),Fountain 10,5.04,,5.04,0
Washington (George),Fountain 11,0.749,J,0.7490000000000001,0
Washington (George),Fountain 12,9,,9.0,0
Washington (George),Fountain 13*,30.8,,30.8,1
Washington (George),Fountain 14 High,0.177,J,0.177,0
Washington (George),Fountain 14 Low,0.191,J,0.191,0
Washington (George),Fountain 15 High,<0.120,U,0.0,0
Washington (George),Fountain 15 Middle,<0.120,U,0.0,0
Washington (George),Fountain 15 Low,<0.120,U,0.0,0
Washington (George),Fountain 16*,24.9,,24.9,1
Washington (George),Fountain 18 High,0.12,J,0.12,0
Washington (George),Fountain 18 Low,0.243,J,0.243,0
Washington (Harold),Fountain 1,2.09,J,2.09,0
Washington (Harold),Fountain 2,<0.120,U,0.0,0
Washington (Harold),Fountain 3,1.66,J,1.66,0
Washington Memorial,Fountain 1 High,<2.0,U,0.0,0
Washington Memorial,Fountain 1 Low,<2.0,U,0.0,0
Washington Square,Fountain 1 High,<2.0,U,0.0,0
Washington Square,Fountain 1 Low,<2.0,U,0.0,0
Washtenaw,Club Room*,21,,21.0,1
Washtenaw,Fountain 1 High*,10.3,,10.3,0
Washtenaw,Fountain 1 Middle*,25.4,,25.4,1
Washtenaw,Fountain 1 Low*,23.4,,23.4,1
Webster,Fountain 1 High,<2.0,U,0.0,0
Webster,Fountain 1 Low,<2.0,U,0.0,0
Weisman,Fountain 1 High,2.0,,2.0,0
Weisman,Fountain 1 Middle,<2.0,U,0.0,0
Weisman,Fountain 1 Low,2.2,,2.2,0
Welles,Main Hallway,0.414,J,0.414,0
Welles,Men's Locker Room,8.98,,8.98,0
Welles,Women's Locker Room,2.3,J,2.3,0
Welles,Pool Deck,0.555,J,0.555,0
Welles,Fountain 1 High,<0.120,U,0.0,0
Welles,Fountain 1 Midle,<0.120,U,0.0,0
Welles,Fountain 1 Low,<0.120,U,0.0,0
Welles,Fountain 2 High,5.06,,5.06,0
Welles,Fountain 2 Low,5.38,,5.38,0
Welles,Fountain 3 High,2.9,J,2.9,0
Welles,Fountain 3 Middle,1.13,J,1.13,0
Welles,Fountain 3 Low,2.28,J,2.28,0
Welles,Fountain 4 High,0.39,J,0.39,0
Welles,Fountain 4 Low,0.397,J,0.397,0
Welles,Fountain 4 Dog,0.125,J,0.125,0
Wendt,Fountain 1,3.6,,3.6,0
Wentworth,Lobby,<0.120,U,0.0,0
Wentworth,Fountain 1,14.5,,14.5,0
Wentworth,Fountain 2 High,<0.120,U,0.0,0
Wentworth,Fountain 2 Middle,<0.120,U,0.0,0
Wentworth,Fountain 2 Low,<0.120,U,0.0,0
Wentworth,Fountain 3*,54.7,,54.7,1
Wentworth Garden,Near Lobby,<2.0,U,0.0,0
Wentworth Garden,Kithen Sink,<2.0,U,0.0,0
Wentworth Garden,Fountain 1 High,<0.120,U,0.0,0
Wentworth Garden,Fountain 1 Low,<0.120,U,0.0,0
Wesolek,Fountain 1 High*,30,,30.0,1
Wesolek,Fountain 1 Low*,21,,21.0,1
West Chatham,Main Lobby,1.37,J,1.37,0
West Chatham,Fountain 1,0.96,J,0.96,0
West Chatham,Fountain 2 High,<0.120,U,0.0,0
West Chatham,Fountain 2 Low,<0.120,U,0.0,0
West Lawn,Hallway by Kitchen - High,0.659,J,0.659,0
West Lawn,Hallway by Kitchen - Low,0.417,J,0.41700000000000004,0
West Lawn,Men's Locker Room - North,1.07,J,1.07,0
West Lawn,Men's Locker Room - South,0.996,J,0.996,0
West Lawn,Women's Locker Room - High,1.1,J,1.1,0
West Lawn,Women's Locker Room - Low,0.867,J,0.867,0
West Lawn,Fountain 1 High,4.50,J,4.5,0
West Lawn,Fountain 1 Middle,5.48,,5.48,0
West Lawn,Fountain 1 Low,8.1,,8.1,0
West Lawn,Fountain 2 High*,15.3,,15.3,1
West Lawn,Fountain 2 Low*,14,,14.0,0
West Lawn,Fountain 3 High,2.47,J,2.47,0
West Lawn,Fountain 3 Low,2.47,J,2.47,0
West Lawn,Fountain 4 High,2.71,J,2.71,0
West Lawn,Fountain 4 Low,3.44,J,3.44,0
West Lawn,Fountain 5 High*,38.6,,38.6,1
West Lawn,Fountain 5 Low*,39,,39.0,1
West Pullman,Pool Deck Area,2.19,J,2.19,0
West Pullman,Main Lobby,<0.120,U,0.0,0
West Pullman,Main Level Near Gym,0.289,J,0.289,0
West Pullman,Lower Level Club Room,0.744,J,0.7440000000000001,0
West Pullman,Fountain 1*,19.9,,19.9,1
Western,Fountain 1 High,8.16,,8.16,0
Western,Fountain 1 Low,8.36,,8.36,0
White,Fountain 1*,28.2,,28.2,1
Wicker,Lobby,0.194,J,0.19399999999999998,0
Wicker,Kitchen Sink,<2.0,U,0.0,0
Wicker,Fountain 1 High,0.53,J,0.53,0
Wicker,Fountain 1 Low,1.23,J,1.23,0
Wicker,Fountain 2*,34.8,,34.8,1
Wicker,Fountain - Dog,<0.120,U,0.0,0
Wicker,Fountain 5,5.31,,5.31,0
Wieboldt,Fountain 1*,60,,60.0,1
Wildwood,Fountain 1 High*,21.9,,21.9,1
Wildwood,Fountain 1 Low*,22.4,,22.4,1
Wildwood,Fountain 2 High*,31.8,,31.8,1
Wildwood,Fountain 2 Low*,16.1,,16.1,1
Williams,Fountain 2,4.1,,4.1,0
Williams-Davis,Fountain 1 High,<2.0,U,0.0,0
Williams-Davis,Fountain 1 Low,<2.0,U,0.0,0
Willye White,Lobby,<0.120,U,0.0,0
Willye White,Gym Hallway West,<0.120,U,0.0,0
Willye White,Fountain 1 High,<2.0,,0.0,0
Willye White,Fountain 1 Low,<2.0,U,0.0,0
Wilson (Frank),Club Room,0.201,J,0.201,0
Wilson (Frank),Fountain 1*,51.2,,51.2,1
Wilson (Frank),Fountain 2 High*,1.21,J,1.21,0
Wilson (Frank),Fountain 2 Middle*,49.6,,49.6,1
Wilson (Frank),Fountain 2 Low*,<0.120,U,0.0,0
Wilson (Frank),Fountain 3*,23.9,,23.9,1
Wilson (John) Community Center,Hallway Near Washrooms,0.789,J,0.789,0
Wilson (John) Community Center,Fountain 1 High,4.11,J,4.11,0
Wilson (John) Community Center,Fountain 1 Low,5.26,,5.26,0
Winnemac,Fountain 1 High,0.121,J,0.121,0
Winnemac,Fountain 1 Middle,0.121,J,0.121,0
Winnemac,Fountain 1 Low,<0.120,U,0.0,0
Wolcott,Fountain 1 High,14.8,,14.8,0
Wolcott,Fountain 1 Low,14.4,,14.4,0
Wolfe,Main Lobby,1.18,J,1.18,0
Wolfe,Fountain 1,4,,4.0,0
Woodhull,Main Lobby,0.231,J,0.231,0
Woodhull,Fountain 1 High,0.381,J,0.381,0
Woodhull,Fountain 1 Middle,0.717,J,0.7170000000000001,0
Woodhull,Fountain 1 Low,0.284,,0.284,0
Wrightwood,Fountain 1 Low*,26,,26.0,1
Wrightwood,Fountain 1 Middle*,31,,31.0,1
Wrightwood,Fountain 1 High*,26,,26.0,1
Wrightwood,Fountain 2*,24,,24.0,1
Zatterberg,Fountain 1*,86,,86.0,1
